0, 500, 0.000850, 0.597471, 0.000271
0, 500, 0.000947, 0.571644, 0.000180
0, 500, 0.000890, 0.588580, 0.000188
0, 500, 0.000995, 0.569992, 0.000218
0, 500, 0.000951, 0.567342, 0.000187
0, 1000, 0.003701, 5.729746, 0.000828
0, 1000, 0.004067, 6.089226, 0.000688
0, 1000, 0.003378, 5.627052, 0.000731
0, 1000, 0.003950, 5.749372, 0.000755
0, 1000, 0.003268, 5.738155, 0.000779
0, 2000, 0.014303, 68.586612, 0.003014
0, 2000, 0.013902, 67.522162, 0.003169
0, 2000, 0.014176, 68.367970, 0.002987
0, 2000, 0.014784, 68.245010, 0.005586
0, 2000, 0.014183, 69.626635, 0.005482
1, 500, 0.000986, 0.662154, 0.000239
1, 500, 0.000999, 0.662391, 0.000177
1, 500, 0.000964, 0.655293, 0.000238
1, 500, 0.001292, 0.666138, 0.000173
1, 500, 0.000900, 0.660359, 0.000251
1, 1000, 0.003909, 6.048011, 0.000734
1, 1000, 0.003728, 6.047746, 0.000839
1, 1000, 0.003710, 6.026576, 0.000915
1, 1000, 0.003283, 7.368062, 0.000644
1, 1000, 0.003643, 7.440769, 0.000797
1, 2000, 0.013781, 81.898184, 0.003002
1, 2000, 0.013975, 84.120470, 0.002999
1, 2000, 0.014039, 87.194634, 0.003004
1, 2000, 0.013834, 83.326061, 0.002896
1, 2000, 0.013966, 84.538938, 0.002930
2, 500, 0.001024, 0.341715, 0.000166
2, 500, 0.000940, 0.361192, 0.000179
2, 500, 0.000974, 0.363577, 0.000185
2, 500, 0.000977, 0.356980, 0.000160
2, 500, 0.000841, 0.370390, 0.000217
2, 1000, 0.003981, 3.345295, 0.000732
2, 1000, 0.003562, 3.259663, 0.000954
2, 1000, 0.003425, 3.529437, 0.000726
2, 1000, 0.003576, 4.314089, 0.000801
2, 1000, 0.003538, 3.562040, 0.000824
2, 2000, 0.014571, 42.833296, 0.002902
2, 2000, 0.013750, 46.353218, 0.003721
2, 2000, 0.012709, 43.354161, 0.003116
2, 2000, 0.015071, 41.318407, 0.005033
2, 2000, 0.015604, 41.823172, 0.003149
4, 500, 0.000979, 0.171212, 0.000220
4, 500, 0.001041, 0.190793, 0.000213
4, 500, 0.000969, 0.190752, 0.000237
4, 500, 0.000976, 0.202932, 0.000291
4, 500, 0.000893, 0.204067, 0.000231
4, 1000, 0.004152, 1.648097, 0.000661
4, 1000, 0.003322, 1.846319, 0.000737
4, 1000, 0.003701, 1.774549, 0.000847
4, 1000, 0.003784, 1.761260, 0.000793
4, 1000, 0.003770, 1.825489, 0.000887
4, 2000, 0.014047, 21.347289, 0.003776
4, 2000, 0.018069, 29.335939, 0.002990
4, 2000, 0.013515, 28.321807, 0.002916
4, 2000, 0.013296, 24.847731, 0.003540
4, 2000, 0.016712, 27.598436, 0.002920
8, 500, 0.000962, 0.162489, 0.000179
8, 500, 0.001034, 0.173422, 0.000226
8, 500, 0.001111, 0.184575, 0.000168
8, 500, 0.001005, 0.183928, 0.000221
8, 500, 0.001026, 0.207256, 0.000325
8, 1000, 0.003900, 1.728445, 0.000659
8, 1000, 0.003593, 1.848884, 0.000721
8, 1000, 0.003543, 1.849087, 0.000847
8, 1000, 0.003391, 1.806872, 0.000764
8, 1000, 0.003703, 1.871709, 0.000820
8, 2000, 0.014270, 18.162274, 0.003279
8, 2000, 0.016458, 27.730621, 0.003982
8, 2000, 0.018199, 25.481679, 0.003193
8, 2000, 0.015670, 23.838979, 0.005367
8, 2000, 0.017177, 25.178197, 0.003239
